id,is_iceberg_min,is_iceberg_max,is_iceberg,is_iceberg_0,is_iceberg_1,is_iceberg_2,is_iceberg_3,is_iceberg_4,is_iceberg_5,is_iceberg_6,is_iceberg_7,is_iceberg_8,is_iceberg_9
b9087b9e,0.28341391682624817,0.793832242488861,0.496811012309038,0.481746852397919,0.659447935465723,0.7270526885986329,0.793832242488861,0.500534494618076,0.568693,0.28341391682624817,0.342014342546463,0.46652162,0.49308753
bbad5958,0.00522106,0.580311,0.03693773411214349,0.031660951673985,0.033344178736443,0.035206988453865,0.04353505000472101,0.020184629966491,0.580311,0.03866847977042198,0.059273447841405875,0.00522106,0.097916327
e01a3c92,3.7713190977228805e-05,0.53777462,0.2342739275,0.18889459967613198,0.32624842783436203,0.15029749274253798,0.489711999893188,0.29000325687229606,0.204891,3.7713190977228805e-05,0.013711308129131794,0.53777462,0.263656855
636cfbb7,0.2582307457923889,0.908977925777435,0.6982203444093467,0.864866495132446,0.7699587385356429,0.901602208614349,0.908977925777435,0.898223933263041,0.427228,0.2582307457923889,0.6264819502830505,0.51385105,0.548265219
5ecd892b,0.4109255969524384,0.9608389999999999,0.7944267998652649,0.781657338142395,0.760216952562332,0.797866702079773,0.858554661273956,0.856892790926162,0.9608389999999999,0.7950493097305298,0.4109255969524384,0.79380429,0.6795223359999999
2f725a81,0.028849512338638306,0.7247613668441769,0.26491521921267897,0.4085434377193449,0.35675534842535794,0.40271407365799,0.7247613668441769,0.580734035178046,0.164484,0.028849512338638306,0.04982205107808113,0.17307509,0.155254439
c42b9e08,0.038541000000000006,0.8344547152519229,0.469388574361801,0.51098757982254,0.6076293013431129,0.427789568901062,0.8344547152519229,0.773569336788139,0.038541000000000006,0.3260398507118225,0.5829711556434631,0.19180703,0.153420046
fc34a5b8,0.2798284292221069,0.921975,0.6936318577146761,0.7449083924293521,0.615114575475454,0.502833366394043,0.497237175703049,0.823760701184297,0.921975,0.7657421231269836,0.2798284292221069,0.74757111,0.642355323
b2d8a426,0.004331713542342186,0.839989997334217,0.559919927716644,0.810549139976501,0.7167339154332879,0.724506378173828,0.839262723922729,0.839989997334217,0.356772,0.004331713542342186,0.14231440424919128,0.40310594,0.35300895600000004
50984a87,0.473497576869559,0.853259,0.698155998942734,0.704193770885468,0.473497576869559,0.803845465183258,0.709644973278046,0.668765757064424,0.853259,0.6331759691238403,0.7910392880439758,0.58819121,0.692118227
eab406b4,0.084314,0.7636669278144836,0.23749781306531054,0.132264509797096,0.10539801331236999,0.346706479787827,0.204612269997597,0.21215005013062102,0.084314,0.7636669278144836,0.2878434062004089,0.30591208,0.262845576
3ad39398,0.22443610429763794,0.9616581797599789,0.8853738408535718,0.928582668304443,0.8859424196183678,0.884805262088776,0.9616581797599789,0.9452369281994041,0.9249959999999999,0.8290331959724426,0.22443610429763794,0.60980982,0.543635845
f1582cba,0.4960469305515289,0.9638284933027909,0.921080023050308,0.950206279754639,0.9411101898550992,0.9325125813484191,0.9096474647521969,0.9638284933027909,0.580865,0.4960469305515289,0.7361459136009216,0.93879074,0.779206753
5ac74969,0.49459931254386896,0.969023,0.8829642532273254,0.9464727640151981,0.9177002526819709,0.64599609375,0.7555858492851261,0.9399403088056859,0.969023,0.9072157144546508,0.49459931254386896,0.77177233,0.8587127920000001
f5b54fb6,0.0984414517879486,0.804301500320435,0.5244132453940126,0.650336265563965,0.405044427094981,0.764753222465515,0.804301500320435,0.6195570607880251,0.650299,0.12522810697555542,0.0984414517879486,0.42926943,0.363770545
6eb4c041,0.0,0.5044569999999999,0.23171226710834497,0.20967498421668998,0.311514612659812,0.41104307770729104,0.0,0.20235819167378,0.5044569999999999,0.4575005769729614,0.03123848512768745,0.25374955,0.189431265
97afdf42,0.4094431400299072,0.822019866513247,0.7452965974807741,0.7579494118690491,0.758096501529217,0.7326437830924991,0.6791445016860961,0.822019866513247,0.592407,0.7186000347137451,0.4094431400299072,0.76936662,0.8044806720000001
70b4c2eb,0.37453851103782704,0.9334874153137208,0.477427349919052,0.4233449995517729,0.44988424735143795,0.470477759838104,0.37453851103782704,0.5345576067441071,0.67657,0.451934427022934,0.9334874153137208,0.48437694,0.641057014
7fe89ffa,0.2342022657394409,0.9626399999999999,0.49285037241876123,0.591624438762665,0.5040359382331371,0.4161256849765779,0.323276579380035,0.6754897510136789,0.9626399999999999,0.4816648066043854,0.2342022657394409,0.40176839,0.5354558229999999
5f8f831e,0.4847655594348908,0.915221989154816,0.7823768912239075,0.7866197824478149,0.669059108942747,0.915221989154816,0.888182640075684,0.8340107549974071,0.778134,0.4847655594348908,0.5793200135231018,0.83662039,0.709146202
7bd92ec6,0.422569,0.9999120235443116,0.9957960336352111,0.9992526173591609,0.970604100823402,0.9998012185096741,0.998451471328735,0.9931405959416871,0.422569,0.9996961355209352,0.9999120235443116,0.97794145,0.9930981990000001
77e5034c,0.0012043965980410574,0.8138321042060852,0.108691701859905,0.07675123959779699,0.23627349138259898,0.08122133463621099,0.142325595021248,0.10806017771981,0.034276,0.8138321042060852,0.0012043965980410574,0.42520311,0.109323226
6afe606d,0.4461746513843536,0.98940497636795,0.9082050800000001,0.965144336223602,0.836865599602461,0.98940497636795,0.969857037067413,0.9558347978783609,0.9273440000000001,0.4461746513843536,0.6525677442550659,0.88906616,0.5514230729999999
38136419,0.4016378819942473,0.9481629999999999,0.7256348134132995,0.7151597738265991,0.614997089076787,0.806034088134766,0.818289875984192,0.826579726820615,0.9481629999999999,0.4776100814342499,0.4016378819942473,0.63732618,0.736109853
194db786,0.074377,0.9929206967353821,0.931421251,0.9666467905044559,0.8603133888542651,0.962723314762115,0.9929206967353821,0.974884751753591,0.074377,0.8489151597023009,0.8276978731155396,0.94877726,0.9140652420000001
0840e2b1,0.2648131251335144,0.9637690000000001,0.7212785501757051,0.82763808965683,0.580912404544652,0.71916002035141,0.910836160182953,0.898178757734634,0.9637690000000001,0.2648131251335144,0.3638515770435333,0.72339708,0.671150565
86af0236,0.2017078399658203,0.7356905341148376,0.36333252208880695,0.317249327898026,0.36037328317761397,0.6048511862754821,0.39620989561080894,0.32068767312483604,0.331789,0.7356905341148376,0.2017078399658203,0.485888,0.366291761
9d0c30b0,0.024722756817936897,0.8751950263977051,0.078594405037344,0.037807252258062,0.190296523277648,0.037380658090114996,0.065193884074688,0.04796143284713401,0.117217,0.8751950263977051,0.024722756817936897,0.15877108,0.09199492599999999
d2d6e2ba,0.123347,0.9006220830145791,0.7919187596440316,0.865137159824371,0.788429866433144,0.8892925977706909,0.7954076528549191,0.9006220830145791,0.123347,0.591939389705658,0.8256456851959229,0.64202476,0.5737658139999999
e6d05940,0.226937,0.9898645281791688,0.8410658240318301,0.836562037467957,0.551522809928283,0.845569610595703,0.755166471004486,0.8652520573618421,0.226937,0.9016863107681274,0.9898645281791688,0.95726728,0.682766557
47ea0bff,0.4331616163253784,0.989896416664124,0.9191694837172315,0.94968593120575,0.907443157434463,0.989896416664124,0.9894005656242371,0.955533026750363,0.461686,0.4331616163253784,0.8556045293807983,0.93089581,0.8868502970000001
4ce9daeb,0.424369961,0.937187492847443,0.695625300757849,0.684442222118378,0.714275977611542,0.937187492847443,0.8496479988098141,0.70680837939732,0.9266120000000001,0.5186867117881775,0.4309685528278351,0.59245604,0.424369961
12f6aa7d,0.07499,0.580290853977203,0.2363952918888815,0.23057621717453,0.316182598718442,0.580290853977203,0.239324256777763,0.22825474269575802,0.07499,0.3978358209133148,0.15374428033828735,0.32387915,0.233466327
83490492,0.03803910315036774,0.622674,0.346014442,0.404092729091644,0.316692340672016,0.394081801176071,0.26882392168045005,0.48376868530434003,0.622674,0.3037278652191162,0.03803910315036774,0.33077601,0.361252874
25c3ce93,0.47593292593956,0.883581,0.7752874354321755,0.766580164432526,0.8048535582423209,0.833941459655762,0.8722526431083679,0.783994706431825,0.883581,0.7526740431785583,0.47593292593956,0.65241176,0.555994093
0bdca1a5,0.11173001,0.658849060535431,0.3359527349902955,0.480528593063354,0.35968632698059094,0.6571007966995239,0.658849060535431,0.648458644448213,0.197742,0.14846649765968326,0.2203962206840515,0.11173001,0.31221914300000003
a8b8c20b,0.29243358969688416,0.94619,0.7212276154494475,0.620466232299805,0.587925955727696,0.65949273109436,0.7075406908988949,0.7575383539774909,0.94619,0.8342276811599731,0.29243358969688416,0.73491454,0.750771642
